Time,Pitch 4,Pitch 8
10:15,Old Albanians 1 v Old Colfeians 4,Sevenoaks 2 v Westcombe Park 1
10:45,Old Albanians 1 v Westcombe Park 1,Cranbrook 2 v Sevenoaks 2
11:15,Old Colfeians 4 v Westcombe Park 1,Cranbrook 2 v Old Albanians 1
11:45,Cranbrook 2 v Westcombe Park 1,Old Colfeians 4 v Sevenoaks 2
12:15,Cranbrook 2 v Old Colfeians 4,Old Albanians 1 v Sevenoaks 2
