Time,Pitch 3,Pitch 6
10:20,Old Colfeians 1 v Sevenoaks 2,Medway 1 v Tunbridge Wells RFC
11:00,Old Elthamians 1 v Tunbridge Wells RFC,Medway 1 v Old Colfeians 1
11:40,Sevenoaks 2 v Tunbridge Wells RFC,Medway 1 v Old Elthamians 1
12:20,Old Colfeians 1 v Tunbridge Wells RFC,Old Elthamians 1 v Sevenoaks 2
13:00,Medway 1 v Sevenoaks 2,Old Colfeians 1 v Old Elthamians 1
