Time,Pitch 1,Pitch 2
10:15,Sevenoaks 2 v Tunbridge Wells 2,Dartfordians 4 v Old Colfeians 4
10:45,Dartfordians 4 v Sevenoaks 2,Blackheath 2 v Old Colfeians 4
11:15,Blackheath 2 v Sevenoaks 2,Dartfordians 4 v Tunbridge Wells 2
11:45,Old Colfeians 4 v Sevenoaks 2,Blackheath 2 v Tunbridge Wells 2
12:15,Old Colfeians 4 v Tunbridge Wells 2,Blackheath 2 v Dartfordians 4
