Time,Pitch 7,Pitch 8
10:00,Medway 2 v Westcombe Park 2,Cranbrook 1 v Sidcup 1
10:40,Cranbrook 1 v Old Elthamians 2,Medway 2 v Sidcup 1
11:20,Cranbrook 1 v Westcombe Park 2,Old Elthamians 2 v Sidcup 1
11:30,Sidcup 1 v Westcombe Park 2,Medway 2 v Old Elthamians 2
12:40,Old Elthamians 2 v Westcombe Park 2,Cranbrook 1 v Medway 2
