Time,Pitch 5,Pitch 6
10:20,Cambridge 2 v Dartfordians 3,Bishops Stortford 1 v Blackheath 2
11:00,Cambridge 2 v Cranbrook 2,Bishops Stortford 1 v Dartfordians 3
11:40,Bishops Stortford 1 v Cambridge 2,Blackheath 2 v Cranbrook 2
12:20,Blackheath 2 v Cambridge 2,Cranbrook 2 v Dartfordians 3
13:00,Bishops Stortford 1 v Cranbrook 2,Blackheath 2 v Dartfordians 3
