Time,Pitch 3,Pitch 4
10:25,Cranbrook 2 v Westcombe Park 2,Old Colfeians RFC v Sevenoaks 2
11:15,Old Colfeians RFC v Westcombe Park 2,Cranbrook 2 v Tonbridge Juddians 2
12:05,Sevenoaks 2 v Westcombe Park 2,Old Colfeians RFC v Tonbridge Juddians 2
12:55,Sevenoaks 2 v Tonbridge Juddians 2,Cranbrook 2 v Old Colfeians RFC
13:45,Tonbridge Juddians 2 v Westcombe Park 2,Cranbrook 2 v Sevenoaks 2
